Rdate,comment,condition,drug,easeofuse,effectiveness,helpful,reviewer,satisfaction
5/5/10 17:42,,Type 2 Diabetes Mellitus,Januvia oral,5,3,1,55-64 Female  on Treatment for 1 to 6 months (Patient),3
5/5/10 14:20,,Type 2 Diabetes Mellitus,Januvia oral,3,1,1,"Hank, 75 or over Male  on Treatment for less than 1 month (Patient)",1
6/3/10 9:27,I think this januvia is increasing my bs than lowering it. It also caused me back pain since i've started it about two years ago.,Type 2 Diabetes Mellitus,Januvia oral,1,1,1,55-64 Female  on Treatment for 1 to less than 2 years,1
5/30/10 17:52,,Type 2 Diabetes Mellitus,Januvia oral,5,3,5,"Dpopcorn, 65-74 Female  on Treatment for less than 1 month (Patient)",3
5/29/10 9:10,,Type 2 Diabetes Mellitus,Januvia oral,4,3,5,,3
5/25/10 22:48,,Type 2 Diabetes Mellitus,Januvia oral,5,1,1,55-64 Female  on Treatment for 1 to less than 2 years (Patient),1
5/19/10 11:07,,Type 2 Diabetes Mellitus,Januvia oral,5,5,5,"jj, 45-54 Female  on Treatment for 1 to less than 2 years (Patient)",4
6/21/10 20:38,,Type 2 Diabetes Mellitus,Januvia oral,5,3,0,65-74 Male  on Treatment for 2 to less than 5 years (Patient),3
6/12/10 12:03,,Type 2 Diabetes Mellitus,Januvia oral,1,1,1,"jean, 75 or over Female  on Treatment for less than 1 month (Patient)",1
6/8/10 21:16,,Type 2 Diabetes Mellitus,Januvia oral,5,5,1,"ambassador1122, 55-64 Female  on Treatment for 2 to less than 5 years (Patient)",4
6/8/10 20:38,,Type 2 Diabetes Mellitus,Januvia oral,4,3,0,"bellyupfrog2u2, 35-44 Female  on Treatment for less than 1 month (Patient)",3
6/4/10 10:00,,Type 2 Diabetes Mellitus,Januvia oral,5,5,6,"Maria, 45-54 on Treatment for 1 to less than 2 years (Patient)",5
7/14/10 17:06,I have been on metformin and glypiside for 6 years. Tried actos also but it made me nausus and swollen. Tried Januvia 100 mg a day and what a difference. I have had no problems so far but I'm just a little worried because I've already had acute pancititus not by using this drug though.,Type 2 Diabetes Mellitus,Januvia oral,5,5,1,"skyboy, 55-64 Female  on Treatment for 2 to less than 5 years (Patient)",5
7/13/10 15:28,,Type 2 Diabetes Mellitus,Januvia oral,5,5,2,"John D., 55-64 Male  on Treatment for 2 to less than 5 years (Patient)",5
7/10/10 9:55,,Type 2 Diabetes Mellitus,Januvia oral,5,5,3,"emsamt, 55-64 Male  on Treatment for 1 to 6 months (Patient)",5
6/26/10 14:35,,Type 2 Diabetes Mellitus,Januvia oral,5,4,6,"wind_doc, 65-74 Male  on Treatment for 1 to 6 months (Patient)",4
6/23/10 14:30,,Type 2 Diabetes Mellitus,Januvia oral,4,4,5,"Azzam, 55-64 Male  on Treatment for 1 to 6 months (Patient)",4
8/25/10 7:44,Was takin Byetta. Side affects were too severe. Switched to Januvia. Been on it for 3 months. Blood sugar had gotten  as low as 79. AC1 dropped down from over 8.5 to 6.1. Am now experiencing pain in center of stomach. Not sure if it is from Januvia. Will wait and see.  ,Type 2 Diabetes Mellitus,Januvia oral,5,5,1,"judomius, 65-74 Male  on Treatment for 1 to 6 months (Patient)",5
8/24/10 19:50,,Type 2 Diabetes Mellitus,Januvia oral,4,2,0,"Betterblues, 55-64 Female  on Treatment for less than 1 month (Patient)",4
8/11/10 14:40,,Type 2 Diabetes Mellitus,Januvia oral,4,4,0,,4
8/6/10 2:35,,Type 2 Diabetes Mellitus,Januvia oral,1,1,8,"Lightlady, 55-64 Female  on Treatment for less than 1 month (Patient)",1
8/1/10 2:26,,Type 2 Diabetes Mellitus,Januvia oral,5,4,0,55-64 Male  on Treatment for 1 to less than 2 years (Patient),4
9/27/10 22:56,It has one draw back for me causing heart flutters.,Type 2 Diabetes Mellitus,Januvia oral,5,3,5,"Favors49, 45-54 Male  on Treatment for 1 to 6 months (Patient)",1
9/21/10 14:37,,Type 2 Diabetes Mellitus,Januvia oral,3,2,2,55-64 on Treatment for 1 to 6 months (Patient),3
9/10/10 17:00,,Type 2 Diabetes Mellitus,Januvia oral,4,4,1,45-54 Female  on Treatment for less than 1 month (Patient),1
8/29/10 19:55,,Type 2 Diabetes Mellitus,Januvia oral,5,5,1,"BEVERLY,  Female  on Treatment for 2 to less than 5 years (Patient)",2
8/27/10 13:19,,Type 2 Diabetes Mellitus,Januvia oral,5,4,4,"Gill924, 65-74 Female  on Treatment for 1 to 6 months (Patient)",4
11/15/10 12:53,,Type 2 Diabetes Mellitus,Januvia oral,5,5,2,"SB, 65-74 Female  on Treatment for 2 to less than 5 years (Patient)",5
11/8/10 8:56,,Type 2 Diabetes Mellitus,Januvia oral,5,1,1,"ex1075, 65-74 Male  on Treatment for 2 to less than 5 years (Patient)",1
10/29/10 7:52,,Type 2 Diabetes Mellitus,Januvia oral,5,5,2,"orangesurfer, 75 or over on Treatment for 1 to 6 months (Patient)",5
10/12/10 15:31,,Type 2 Diabetes Mellitus,Januvia oral,5,5,7,"all ears, 45-54 Male  on Treatment for 1 to 6 months (Patient)",5
10/12/10 8:16,,Type 2 Diabetes Mellitus,Januvia oral,5,4,1,75 or over Male  on Treatment for 2 to less than 5 years (Patient),5
1/2/11 13:31,works great - 50 miligrams in am - one question.  Anyone have problems with numbness in fingers?  Maybe it has nothing to do with Januvia but I never had numbness before   Thx,Type 2 Diabetes Mellitus,Januvia oral,5,5,1,35-44 Male  on Treatment for 6 months to less than 1 year (Patient),5
12/30/10 7:43,,Type 2 Diabetes Mellitus,Januvia oral,5,5,1,"judomius, 65-74 Male  on Treatment for 6 months to less than 1 year (Patient)",5
12/3/10 14:46,,Type 2 Diabetes Mellitus,Januvia oral,5,5,8,"MissScrapAlot, 35-44 Female  on Treatment for less than 1 month (Patient)",5
11/30/10 11:41,,Type 2 Diabetes Mellitus,Januvia oral,2,1,9,"G. Stick, 55-64 Female  on Treatment for 6 months to less than 1 year (Patient)",1
11/27/10 12:22,,Type 2 Diabetes Mellitus,Januvia oral,4,2,0,65-74 on Treatment for 1 to 6 months (Patient),2
1/29/11 14:22,I have developeda rash ad iching on my chest,Type 2 Diabetes Mellitus,Januvia oral,3,3,7,"kay1024, 55-64 on Treatment for 1 to 6 months (Patient)",2
1/25/11 13:23,,Type 2 Diabetes Mellitus,Januvia oral,5,4,4,65-74 Female  on Treatment for 6 months to less than 1 year (Patient),4
1/14/11 21:28,,Type 2 Diabetes Mellitus,Januvia oral,4,3,1,"Babyhasnet, 45-54 Male  on Treatment for 1 to 6 months (Caregiver)",3
1/13/11 19:39,,Type 2 Diabetes Mellitus,Januvia oral,5,5,5,"Jim, 65-74 Male  on Treatment for 2 to less than 5 years (Patient)",5
1/9/11 18:40,,Type 2 Diabetes Mellitus,Januvia oral,5,5,8,"granny2shoes1939, 65-74 Female  on Treatment for 2 to less than 5 years (Patient)",5
3/28/11 12:47,this has been very helpful in controling my b.s.it has leveled off at 116,Type 2 Diabetes Mellitus,Januvia oral,5,5,6,65-74 Female  on Treatment for 1 to less than 2 years (Patient),5
3/25/11 11:37,,Type 2 Diabetes Mellitus,Januvia oral,4,3,1,"SheriB, 55-64 Female  on Treatment for 1 to 6 months (Patient)",2
3/23/11 21:12,,Type 2 Diabetes Mellitus,Januvia oral,5,5,4,"katherine, 75 or over Female  on Treatment for 10 years or more (Patient)",5
3/9/11 11:52,,Type 2 Diabetes Mellitus,Januvia oral,5,5,3,"woodboat, 65-74 Male  on Treatment for 1 to 6 months (Patient)",5
2/10/11 10:39,,Type 2 Diabetes Mellitus,Januvia oral,5,5,9,"Hannah, 45-54 Female  on Treatment for 1 to 6 months (Patient)",3
4/12/11 20:39,best drug i have ever used for my diabetes. lowered my sugar on the first day even within 1 hours of taking the drug 100mg,Type 2 Diabetes Mellitus,Januvia oral,5,5,9,"none, 45-54 Male  on Treatment for less than 1 month (Patient)",5
4/10/11 17:53,,Type 2 Diabetes Mellitus,Januvia oral,5,5,2,65-74 Female  on Treatment for 1 to 6 months (Patient),5
4/5/11 17:58,,Type 2 Diabetes Mellitus,Januvia oral,4,4,2,"john, 55-64 on Treatment for 1 to less than 2 years (Patient)",4
4/4/11 8:33,,Type 2 Diabetes Mellitus,Januvia oral,5,4,3,"Sheri21648, 55-64 Female  on Treatment for 1 to 6 months (Patient)",3
4/1/11 1:38,,Type 2 Diabetes Mellitus,Januvia oral,5,5,7,"lory, 55-64 Female  on Treatment for 5 to less than 10 years (Patient)",5
6/12/11 13:14,No stomach upset at all. I prefer the Januvia medication over taking metphormin any time. ,Type 2 Diabetes Mellitus,Januvia oral,5,5,7,"Carmen, 45-54 Female  on Treatment for 6 months to less than 1 year (Patient)",5
6/2/11 21:57,,Type 2 Diabetes Mellitus,Januvia oral,5,4,2,45-54 Female  on Treatment for 1 to 6 months (Patient),5
6/2/11 16:19,,Type 2 Diabetes Mellitus,Januvia oral,5,4,3,"Richard, 75 or over Male  on Treatment for 5 to less than 10 years (Patient)",4
5/28/11 14:38,,Type 2 Diabetes Mellitus,Januvia oral,4,4,1,55-64 Female  on Treatment for less than 1 month (Caregiver),4
4/13/11 15:31,,Type 2 Diabetes Mellitus,Januvia oral,5,5,7,"guinea pig, 45-54 Male  on Treatment for 1 to 6 months (Patient)",4
8/3/11 16:51,"Januvia, an oral medication, is vastly superior to the use of insulin.",Type 2 Diabetes Mellitus,Januvia oral,4,3,7,,4
7/18/11 19:01,,Type 2 Diabetes Mellitus,Januvia oral,4,2,6,,2
7/8/11 14:55,,Type 2 Diabetes Mellitus,Januvia oral,4,2,1,65-74 Male  on Treatment for 1 to 6 months (Patient),2
6/21/11 17:05,,Type 2 Diabetes Mellitus,Januvia oral,4,4,9,"TECOS, 75 or over Male  on Treatment for 1 to 6 months (Patient)",1
6/20/11 9:17,,Type 2 Diabetes Mellitus,Januvia oral,5,5,3,"pam54, 55-64 Female  (Patient)",5
8/26/11 22:06,Works well with my Metformin in controlling my blood sugar. I have had glucose levels below 200 since beginning this med. The only side effect is diarrhea.,Type 2 Diabetes Mellitus,Januvia oral,4,4,1,"KC, 55-64 Female  on Treatment for less than 1 month (Patient)",4
8/25/11 22:40,,Type 2 Diabetes Mellitus,Januvia oral,5,3,5,"JANET, 55-64 Female  on Treatment for 1 to 6 months (Patient)",3
8/13/11 10:31,,Type 2 Diabetes Mellitus,Januvia oral,4,4,9,"bee, 45-54 Male  on Treatment for 1 to 6 months (Patient)",5
8/13/11 10:26,,Type 2 Diabetes Mellitus,Januvia oral,4,4,2,55-64 Female  on Treatment for 1 to 6 months (Patient),4
8/11/11 15:06,,Type 2 Diabetes Mellitus,Januvia oral,5,2,4,35-44 Male  on Treatment for less than 1 month (Patient),1
10/15/11 2:00,"This medicine has been really great, has helped me to regulate my blood sugar best medicine I have been on yet todate.",Type 2 Diabetes Mellitus,Januvia oral,5,5,5,"lore, 55-64 Male  on Treatment for 1 to 6 months (Patient)",5
9/30/11 9:09,,Type 2 Diabetes Mellitus,Januvia oral,4,4,2,,3
9/20/11 17:57,,Type 2 Diabetes Mellitus,Januvia oral,3,2,0,65-74 Male  on Treatment for 1 to 6 months (Patient),3
9/8/11 11:10,,Type 2 Diabetes Mellitus,Januvia oral,3,2,2,"WEEZER, 65-74 Female  on Treatment for 1 to 6 months (Patient)",3
8/30/11 12:13,,Type 2 Diabetes Mellitus,Januvia oral,4,4,7,"7happy7, 75 or over Female  on Treatment for 6 months to less than 1 year (Patient)",1
11/9/11 13:07,did not help at all,Type 2 Diabetes Mellitus,Januvia oral,5,1,6,"none, 55-64 Female  on Treatment for 2 to less than 5 years (Patient)",1
10/28/11 12:32,,Type 2 Diabetes Mellitus,Januvia oral,5,5,0,75 or over Male  on Treatment for 6 months to less than 1 year (Patient),5
10/21/11 11:47,,Type 2 Diabetes Mellitus,Januvia oral,4,4,7,"abb13, 45-54 Female  on Treatment for 2 to less than 5 years (Patient)",4
10/21/11 11:04,,Type 2 Diabetes Mellitus,Januvia oral,1,1,1,"anon, 55-64 Male  on Treatment for 6 months to less than 1 year (Patient)",1
10/16/11 21:07,,Type 2 Diabetes Mellitus,Januvia oral,5,4,6,"yukik, 75 or over Male  on Treatment for 6 months to less than 1 year (Patient)",5
1/5/12 15:32,It has been very satifactory.,Type 2 Diabetes Mellitus,Januvia oral,5,5,6,"Bobbie, 45-54 Female  on Treatment for 1 to 6 months (Patient)",5
12/30/11 3:01,,Type 2 Diabetes Mellitus,Januvia oral,4,3,1,55-64 Male  on Treatment for 1 to 6 months (Patient),4
12/28/11 7:19,,Type 2 Diabetes Mellitus,Januvia oral,1,1,1,55-64 Female  on Treatment for 6 months to less than 1 year (Patient),1
12/2/11 14:57,,Type 2 Diabetes Mellitus,Januvia oral,5,3,8,"prntraveler, 75 or over Female  on Treatment for 1 to 6 months (Patient)",3
11/18/11 11:27,,Type 2 Diabetes Mellitus,Januvia oral,4,1,1,"hope I die soon, 35-44 Male  on Treatment for 1 to 6 months (Patient)",2
2/8/12 8:23,"IUSED TO TAKE METFORMIN AND I PUT ON 25 LBS. I STOPPED TAKING IT, AND LOST THE WEIGHT IN 2 MOS. THEY WANT ME TO TRY THIS JUNUVIA. ILL GIVE IT A TRY, AND REPORT BACK. ANYTHING IS BETER THAN METFORMIN.",Type 2 Diabetes Mellitus,Januvia oral,3,1,7,,1
2/1/12 6:20,,Type 2 Diabetes Mellitus,Januvia oral,5,5,3,"mommac65, 45-54 Female  on Treatment for 6 months to less than 1 year (Patient)",5
1/28/12 17:08,,Type 2 Diabetes Mellitus,Januvia oral,5,5,5,"Bettielittle, 55-64 Female  on Treatment for 2 to less than 5 years (Patient)",5
1/17/12 14:31,,Type 2 Diabetes Mellitus,Januvia oral,5,5,2,Female  on Treatment for 2 to less than 5 years (Patient),5
1/10/12 2:26,,Type 2 Diabetes Mellitus,Januvia oral,3,1,1,"Blair, 55-64 Male  on Treatment for 1 to 6 months (Patient)",1
3/19/12 13:48,"I thought the pain meds. that my dr. put me on was causing the itching...come to find out, it this medicine. I started taking it about the same time as I started percocet..turns out that it is the Januvia 100mg.  Thank you so much for the other people writing in on this...now I know it's NOT just me!  Thank you so much for this info.",Type 2 Diabetes Mellitus,Januvia oral,1,2,1,"Tammy, 45-54 Female  on Treatment for 1 to 6 months (Patient)",1
3/2/12 15:09,,Type 2 Diabetes Mellitus,Januvia oral,4,5,2,"Georgefly,  on Treatment for less than 1 month (Patient)",4
2/22/12 22:41,,Type 2 Diabetes Mellitus,Januvia oral,1,1,1,"ike1938, 65-74 Male  on Treatment for 1 to less than 2 years (Patient)",1
2/22/12 1:28,,Type 2 Diabetes Mellitus,Januvia oral,5,5,1,"picture, 35-44 Male  on Treatment for less than 1 month (Patient)",5
2/16/12 21:18,,Type 2 Diabetes Mellitus,Januvia oral,5,5,1,"b3wagne, 35-44 Female  on Treatment for 1 to less than 2 years (Patient)",5
5/14/12 16:01,I need a Saving Card for januvia at Walgreen store,Type 2 Diabetes Mellitus,Januvia oral,4,4,3,,4
4/27/12 0:25,,Type 2 Diabetes Mellitus,Januvia oral,3,3,2,"Yaminah, 35-44 Female  on Treatment for less than 1 month (Patient)",2
4/10/12 8:56,,Type 2 Diabetes Mellitus,Januvia oral,2,2,7,65-74 Female  on Treatment for 2 to less than 5 years (Patient),2
4/6/12 15:38,,Type 2 Diabetes Mellitus,Januvia oral,1,2,1,"doverboy, 45-54 Male  on Treatment for 1 to less than 2 years (Patient)",1
3/30/12 19:50,,Type 2 Diabetes Mellitus,Januvia oral,4,1,2,"JackieGB, 55-64 Female  on Treatment for less than 1 month (Patient)",1
6/28/12 2:38,"I have been on insulin for 5 years taking lispro and lantus insulin and also metfromin 1000mg twice day, my sugar levels  have been up and down over the years, A1C levels from 7-12, my doctor put me on Januvia she told me it would take awhile for it to see any results two days taking it and my sugar drop to 100, 2 months on Januvia my levels have stayed there, I have stopped taking my lipro insuli
					...
					",Type 2 Diabetes Mellitus,Januvia oral,5,5,2,"squarepusher8720, 25-34 Female  on Treatment for 1 to 6 months (Patient)",5
6/14/12 2:06,,Type 2 Diabetes Mellitus,Januvia oral,5,1,3,65-74 Female,1
6/7/12 16:28,,Type 2 Diabetes Mellitus,Januvia oral,5,3,1,"TinaTinTin, 25-34 Female  on Treatment for less than 1 month (Patient)",3
5/25/12 19:01,,Type 2 Diabetes Mellitus,Januvia oral,3,3,2,"LindaInFlagstaff, 55-64 Female  on Treatment for 1 to 6 months (Patient)",1
5/17/12 12:34,,Type 2 Diabetes Mellitus,Januvia oral,5,5,1,"weeder, 35-44 Female  on Treatment for less than 1 month (Patient)",1
10/18/12 13:12,Have taken Januvia for 3+ years following triple bypass surgery 4-20-09 and primary care doc feels Januvia has helped keep my diabetes in check.,Type 2 Diabetes Mellitus,Januvia oral,5,5,6,65-74 Male  on Treatment for 2 to less than 5 years,5
10/3/12 0:08,,Type 2 Diabetes Mellitus,Januvia oral,3,3,1,55-64 Female  on Treatment for less than 1 month (Patient),3
9/5/12 12:04,,Type 2 Diabetes Mellitus,Januvia oral,4,4,1,75 or over Male  on Treatment for 2 to less than 5 years (Patient),3
8/1/12 18:10,,Type 2 Diabetes Mellitus,Januvia oral,4,4,3,65-74 Female  (Patient),4
7/13/12 9:59,,Type 2 Diabetes Mellitus,Januvia oral,4,2,2,"jeni, 45-54 Female  on Treatment for less than 1 month (Patient)",3
11/26/12 7:41,"When I was first prescribed this medication, it worked for me during first 30 days or so. Then I started noticing side effects: illness, swelling of my joints fingers, and bladder issues(confirmed by a visit to a Urologist and a medication to make the infection go away!) I would get Nausea too every time I took the pill. 
I am going to Dr sometime next week to get a medication other than Januvia,
					...
					",Type 2 Diabetes Mellitus,Januvia oral,3,2,1,"sharong1209,  Female  on Treatment for 1 to 6 months (Patient)",1
11/14/12 8:00,,Type 2 Diabetes Mellitus,Januvia oral,5,3,2,"rick, 55-64 Male  on Treatment for 1 to 6 months (Patient)",3
11/9/12 10:49,,Type 2 Diabetes Mellitus,Januvia oral,2,1,5,65-74 Female  on Treatment for 1 to 6 months (Patient),1
10/31/12 15:57,,Type 2 Diabetes Mellitus,Januvia oral,5,3,1,45-54 Female  on Treatment for 1 to 6 months (Patient),4
10/26/12 10:47,,Type 2 Diabetes Mellitus,Januvia oral,3,1,2,55-64 Female  on Treatment for 1 to less than 2 years (Patient),1
12/26/12 17:08,my level raised to 200 ana more after starting Januvia,Type 2 Diabetes Mellitus,Januvia oral,5,1,3,"2285gy, 75 or over Male  on Treatment for less than 1 month (Patient)",1
12/24/12 15:43,,Type 2 Diabetes Mellitus,Januvia oral,3,3,3,"jimmy, 65-74 Female  on Treatment for 6 months to less than 1 year (Caregiver)",2
12/13/12 17:46,,Type 2 Diabetes Mellitus,Januvia oral,5,2,1,"Unhappy Camper, 45-54 Female  on Treatment for 2 to less than 5 years (Patient)",1
12/13/12 13:25,,Type 2 Diabetes Mellitus,Januvia oral,4,1,1,55-64 Female  on Treatment for less than 1 month (Patient),1
11/30/12 8:27,,Type 2 Diabetes Mellitus,Januvia oral,4,1,1,"leadbelly123, 55-64 Female  on Treatment for 1 to 6 months (Patient)",1
1/19/13 11:04,severe skin problems red sore bumps and skin flaking,Type 2 Diabetes Mellitus,Januvia oral,3,3,8,,1
1/16/13 14:38,,Type 2 Diabetes Mellitus,Januvia oral,1,1,1,"nanny, 65-74 Female  on Treatment for 6 months to less than 1 year (Patient)",1
1/14/13 21:43,,Type 2 Diabetes Mellitus,Januvia oral,5,5,1,"bonnie, 65-74 Female  (Patient)",5
1/12/13 15:34,,Type 2 Diabetes Mellitus,Januvia oral,4,4,2,45-54 Male  on Treatment for less than 1 month (Patient),4
12/31/12 11:35,,Type 2 Diabetes Mellitus,Januvia oral,4,3,1,"Sam, 35-44 Male  on Treatment for 6 months to less than 1 year (Patient)",3
